"NAME","NATIONALITY"
"ahmed latif","List_of_Afghans"
"ahmad khan mahmidzada","List_of_Afghans"
"mamnoon maqsoodi","List_of_Afghans"
"abdul wahid nazari","List_of_Afghans"
"nelofer pazira","List_of_Afghans"
"ahmad javeed ahwar","List_of_Afghans"
"mohammad jan fana","List_of_Afghans"
"nelufar hedayat","List_of_Afghans"
"khaled hosseini","List_of_Afghans"
"qiamuddin khadim","List_of_Afghans"
"sultan munadi","List_of_Afghans"
"fariba nawa","List_of_Afghans"
"nelofer pazira","List_of_Afghans"
"sayed ihsanuddin taheri","List_of_Afghans"
"mahmud tarzi","List_of_Afghans"
"sakena yacoobi","List_of_Afghans"
"rahnaward zaryab","List_of_Afghans"
"jami","List_of_Afghans"
"rumi","List_of_Afghans"
"qahar asi","List_of_Afghans"
"hamza baba","List_of_Afghans"
"rahman baba","List_of_Afghans"
"wasef bakhtari","List_of_Afghans"
"khalilullah khalili","List_of_Afghans"
"ghani khan","List_of_Afghans"
"khushal khan khattak","List_of_Afghans"
"parween pazhwak","List_of_Afghans"
"pir roshan","List_of_Afghans"
"sana safi","List_of_Afghans"
"layla sarahat rushani","List_of_Afghans"
"hakim sanai","List_of_Afghans"
"kabir stori","List_of_Afghans"
"mahmūd tarzī","List_of_Afghans"
"nazo tokhi","List_of_Afghans"
"rashid khan","List_of_Afghans"
"javed ahmadi","List_of_Afghans"
"sandjar ahmadi","List_of_Afghans"
"raees ahmadzai","List_of_Afghans"
"yamin ahmadzai","List_of_Afghans"
"shamsuddin amiri","List_of_Afghans"
"jan alam hassani","List_of_Afghans"
"qaher hazrat","List_of_Afghans"
"gulbudeen naib","List_of_Afghans"
"nasratullah nasrat","List_of_Afghans"
"ahmad nasir safi","List_of_Afghans"
"dawlat zadran","List_of_Afghans"
"siyar bahadurzada","List_of_Afghans"
"nadia nadim","List_of_Afghans"
"omar akram","List_of_Afghans"
"farhad darya","List_of_Afghans"
"soosan firooz","List_of_Afghans"
"mozhdah jamalzadah","List_of_Afghans"
"miri maftun","List_of_Afghans"
"latif nangarhari","List_of_Afghans"
"nasrat parsa","List_of_Afghans"
"dawood sarkhosh","List_of_Afghans"
"aryana sayeed","List_of_Afghans"
"ahmad zahir","List_of_Afghans"
"aryana sayeed","List_of_Afghans"
"roqia abubakr","List_of_Afghans"
"sitara achakzai","List_of_Afghans"
"jamila afghani","List_of_Afghans"
"safia ahmedjan","List_of_Afghans"
"khadija ahrari","List_of_Afghans"
"fatema akbari","List_of_Afghans"
"farida azizi","List_of_Afghans"
"marzia basel","List_of_Afghans"
"mariam ghani","List_of_Afghans"
"malalai joya","List_of_Afghans"
"fawzia koofi","List_of_Afghans"
"anahita ratebzad","List_of_Afghans"
"masuma esmati wardak","List_of_Afghans"
"manizha wafeq","List_of_Afghans"
"kamāl uddīn behzād","List_of_Afghans"
"sharbat gula","List_of_Afghans"
"mir masjidi khan","List_of_Afghans"
"youssof kohzad","List_of_Afghans"
"alishir nava'i","List_of_Afghans"
"abdul majid zabuli","List_of_Afghans"
"zallascht sadat","List_of_Afghans"
"vida samadzai","List_of_Afghans"
"abdul latif pedram","List_of_Afghans"
"azizullah royesh","List_of_Afghans"
"andrea alessi","List_of_Albanians"
"qemal butka","List_of_Albanians"
"enver faja","List_of_Albanians"
"kolë idromeno","List_of_Albanians"
"architect kasemi","List_of_Albanians"
"pilo keri","List_of_Albanians"
"spiro koleka","List_of_Albanians"
"onufri","List_of_Albanians"
"david selenica","List_of_Albanians"
"mimar sinan","List_of_Albanians"
"valentina pistoli","List_of_Albanians"
"sadri ahmeti","List_of_Albanians"
"engjëll berisha","List_of_Albanians"
"sabri berkel","List_of_Albanians"
"abdurrahim buza","List_of_Albanians"
"masar caka","List_of_Albanians"
"xhovalin delia","List_of_Albanians"
"ali dino","List_of_Albanians"
"parid dule","List_of_Albanians"
"tahir emra","List_of_Albanians"
"abdullah gërguri","List_of_Albanians"
"helidon gjergji","List_of_Albanians"
"ervin hatibi","List_of_Albanians"
"fatmir haxhiu","List_of_Albanians"
"agim kadillari","List_of_Albanians"
"omer kaleshi","List_of_Albanians"
"ibrahim kodra","List_of_Albanians"
"zef kolombi","List_of_Albanians"
"hysni krasniqi","List_of_Albanians"
"andrea kushi","List_of_Albanians"
"gazmend leka","List_of_Albanians"
"nimon lokaj","List_of_Albanians"
"ndoc martini","List_of_Albanians"
"pjetër marubi","List_of_Albanians"
"agathangjel mbrica","List_of_Albanians"
"toni milaqi","List_of_Albanians"
"vangjush mio","List_of_Albanians"
"onufri","List_of_Albanians"
"george pali","List_of_Albanians"
"edi rama","List_of_Albanians"
"ramadan ramadani","List_of_Albanians"
"chatin sarachi","List_of_Albanians"
"zef shoshi","List_of_Albanians"
"saimir strati","List_of_Albanians"
"agim sulaj","List_of_Albanians"
"arthur tashko","List_of_Albanians"
"esat valla","List_of_Albanians"
"eltjon valle","List_of_Albanians"
"shaqir veseli","List_of_Albanians"
"florian vika","List_of_Albanians"
"ilia xhokaxhi","List_of_Albanians"
"agim zajmi","List_of_Albanians"
"athanas zografi","List_of_Albanians"
"kostandin zografi","List_of_Albanians"
"fadil berisha","List_of_Albanians"
"kolë idromeno","List_of_Albanians"
"emin kadi","List_of_Albanians"
"gegë marubi","List_of_Albanians"
"kel marubi","List_of_Albanians"
"pietro marubi","List_of_Albanians"
"gjon mili","List_of_Albanians"
"burim myftiu","List_of_Albanians"
"shyqri nimani","List_of_Albanians"
"kristo shuli","List_of_Albanians"
"george tames","List_of_Albanians"
"mimoza veliu","List_of_Albanians"
"dhimiter çani","List_of_Albanians"
"agim çavdarbasha","List_of_Albanians"
"sadik kaceli","List_of_Albanians"
"kristina koljaka","List_of_Albanians"
"genc mulliqi","List_of_Albanians"
"vasiliev nini","List_of_Albanians"
"janaq paço","List_of_Albanians"
"odhise paskali","List_of_Albanians"
"ardian pepa","List_of_Albanians"
"agim rada","List_of_Albanians"
"kristaq rama","List_of_Albanians"
"murat toptani","List_of_Albanians"
"sislej xhafa","List_of_Albanians"
"helidon xhixha","List_of_Albanians"
"nexhmedin zajmi","List_of_Albanians"
"thoma abrami","List_of_Albanians"
"mimoza ahmeti","List_of_Albanians"
"muhammad nasiruddin alalbani","List_of_Albanians"
"ylljet aliçka","List_of_Albanians"
"dhimiter antoni","List_of_Albanians"
"fatos arapi","List_of_Albanians"
"asdreni","List_of_Albanians"
"ali asllani","List_of_Albanians"
"frang bardhi","List_of_Albanians"
"marin barleti","List_of_Albanians"
"eqrem basha","List_of_Albanians"
"olsi baze","List_of_Albanians"
"mario bellizzi","List_of_Albanians"
"dhimitër beratti","List_of_Albanians"
"anton berisha","List_of_Albanians"
"gëzim boçari","List_of_Albanians"
"pjetër bogdani","List_of_Albanians"
"besim bokshi","List_of_Albanians"
"flora brovina","List_of_Albanians"
"pjetër budi","List_of_Albanians"
"gjon buzuku","List_of_Albanians"
"eqrem çabej","List_of_Albanians"
"aleks çaçi","List_of_Albanians"
"nicola chetta","List_of_Albanians"
"gabriele dara","List_of_Albanians"
"adem demaçi","List_of_Albanians"
"musa demi","List_of_Albanians"
"vehbi dibra","List_of_Albanians"
"spiro dine","List_of_Albanians"
"visar dodani","List_of_Albanians"
"pal dushmani","List_of_Albanians"
"gjergj fishta","List_of_Albanians"
"nezim frakulla","List_of_Albanians"
"abdyl frashëri","List_of_Albanians"
"midhat frashëri","List_of_Albanians"
"naim frashëri","List_of_Albanians"
"sami frashëri","List_of_Albanians"
"llazar fundo","List_of_Albanians"
"mirko gashi","List_of_Albanians"
"gjon gazulli","List_of_Albanians"
"kadri gjata","List_of_Albanians"
"sabri godo","List_of_Albanians"
"mihal grameno","List_of_Albanians"
"gregory iv of athens","List_of_Albanians"
"luigj gurakuqi","List_of_Albanians"
"anton harapi","List_of_Albanians"
"sinan hasani","List_of_Albanians"
"qemal haxhihasani","List_of_Albanians"
"ukshin hoti","List_of_Albanians"
"shefki hysa","List_of_Albanians"
"vera isaku","List_of_Albanians"
"dora d'istria","List_of_Albanians"
"zef jubani","List_of_Albanians"
"irhan jubica","List_of_Albanians"
"helena kadare","List_of_Albanians"
"ismail kadare","List_of_Albanians"
"ilir kadia","List_of_Albanians"
"hasan zyko kamberi","List_of_Albanians"
"veli karahoda","List_of_Albanians"
"amik kasoruho","List_of_Albanians"
"teodor keko","List_of_Albanians"
"jeton kelmendi","List_of_Albanians"
"ardian klosi","List_of_Albanians"
"musine kokalari","List_of_Albanians"
"vedat kokona","List_of_Albanians"
"ernest koliqi","List_of_Albanians"
"fatos kongoli","List_of_Albanians"
"faik konitza","List_of_Albanians"
"mark krasniqi","List_of_Albanians"
"kostandin kristoforidhi","List_of_Albanians"
"mitrush kuteli","List_of_Albanians"
"teodor laço","List_of_Albanians"
"marie logoreci","List_of_Albanians"
"eulogios kourilas lauriotis","List_of_Albanians"
"lutfi lepaja","List_of_Albanians"
"luljeta lleshanaku","List_of_Albanians"
"petro nini luarasi","List_of_Albanians"
"skënder luarasi","List_of_Albanians"
"fatos lubonja","List_of_Albanians"
"sejfulla malëshova","List_of_Albanians"
"petro marko","List_of_Albanians"
"mark marku","List_of_Albanians"
"jakup mato","List_of_Albanians"
"lekë matrënga","List_of_Albanians"
"pjetër mazreku","List_of_Albanians"
"din mehmeti","List_of_Albanians"
"vangjel meksi","List_of_Albanians"
"esad mekuli","List_of_Albanians"
"millosh gjergj nikolla","List_of_Albanians"
"thimi mitko","List_of_Albanians"
"ndre mjeda","List_of_Albanians"
"hilë mosi","List_of_Albanians"
"betim muço","List_of_Albanians"
"besnik mustafaj","List_of_Albanians"
"gjon muzaka","List_of_Albanians"
"papa kristo negovani","List_of_Albanians"
"ndoc nikaj","List_of_Albanians"
"millosh gjergj nikolla","List_of_Albanians"
"fan s. noli","List_of_Albanians"
"fadil paçrami","List_of_Albanians"
"ludmilla pajo","List_of_Albanians"
"dhimitër pasko","List_of_Albanians"
"shefqet pllana","List_of_Albanians"
"ali podrimja","List_of_Albanians"
"stavri pone","List_of_Albanians"
"lasgush poradeci","List_of_Albanians"
"foqion postoli","List_of_Albanians"
"iljaz prokshi","List_of_Albanians"
"gjergj qiriazi","List_of_Albanians"
"rexhep qosja","List_of_Albanians"
"girolamo de rada","List_of_Albanians"
"luan rama","List_of_Albanians"
"agim ramadani","List_of_Albanians"
"giuseppe schirò","List_of_Albanians"
"zef serembe","List_of_Albanians"
"bashkim shehu","List_of_Albanians"
"filip shiroka","List_of_Albanians"
"dhimitër shuteriqi","List_of_Albanians"
"robert shvarc","List_of_Albanians"
"drago siliqi","List_of_Albanians"
"llazar siliqi","List_of_Albanians"
"nokë sinishtaj","List_of_Albanians"
"ramadan sokoli","List_of_Albanians"
"pandeli sotiri","List_of_Albanians"
"xhevahir spahiu","List_of_Albanians"
"haki stërmilli","List_of_Albanians"
"abdulla tafa","List_of_Albanians"
"hasan tahsini","List_of_Albanians"
"fatos tarifa","List_of_Albanians"
"skender temali","List_of_Albanians"
"çerçiz topulli","List_of_Albanians"
"kasëm trebeshina","List_of_Albanians"
"misto treska","List_of_Albanians"
"konstantinos tzechanis","List_of_Albanians"
"vorea ujko","List_of_Albanians"
"hajro ulqinaku","List_of_Albanians"
"giulio variboba","List_of_Albanians"
"pashko vasa","List_of_Albanians"
"jan evstrat vithkuqari","List_of_Albanians"
"demir vlonjati","List_of_Albanians"
"eqrem vlora","List_of_Albanians"
"jani vreto","List_of_Albanians"
"bilal xhaferri","List_of_Albanians"
"dhimitër xhuvani","List_of_Albanians"
"jakov xoxa","List_of_Albanians"
"muçi zade","List_of_Albanians"
"pjetër zarishi","List_of_Albanians"
"fehim zavalani","List_of_Albanians"
"petro zheji","List_of_Albanians"
"abdulla tafa","List_of_Albanians"
"hasan tahsini","List_of_Albanians"
"fatos tarifa","List_of_Albanians"
"skënder temali","List_of_Albanians"
"çerçiz topulli","List_of_Albanians"
"kasëm trebeshina","List_of_Albanians"
"misto treska","List_of_Albanians"
"konstantinos tzechanis","List_of_Albanians"
"vorea ujko","List_of_Albanians"
"hajro ulqinaku","List_of_Albanians"
"giulio variboba","List_of_Albanians"
"pashko vasa","List_of_Albanians"
"jan evstrat vithkuqari","List_of_Albanians"
"demir vlonjati","List_of_Albanians"
"eqrem vlora","List_of_Albanians"
"jani vreto","List_of_Albanians"
"bilal xhaferri","List_of_Albanians"
"dhimitër xhuvani","List_of_Albanians"
"jakov xoxa","List_of_Albanians"
"muçi zade","List_of_Albanians"
"pjetër zarishi","List_of_Albanians"
"fehim zavalani","List_of_Albanians"
"petro zheji","List_of_Albanians"
"abdulla tafa","List_of_Albanians"
"hasan tahsini","List_of_Albanians"
"fatos tarifa","List_of_Albanians"
"skender temali","List_of_Albanians"
"çerçiz topulli","List_of_Albanians"
"kasëm trebeshina","List_of_Albanians"
"misto treska","List_of_Albanians"
"konstantinos tzechanis","List_of_Albanians"
"vorea ujko","List_of_Albanians"
"hajro ulqinaku","List_of_Albanians"
"giulio variboba","List_of_Albanians"
"pashko vasa","List_of_Albanians"
"jan evstrat vithkuqari","List_of_Albanians"
"demir vlonjati","List_of_Albanians"
"eqrem vlora","List_of_Albanians"
"jani vreto","List_of_Albanians"
"bilal xhaferri","List_of_Albanians"
"dhimitër xhuvani","List_of_Albanians"
"jakov xoxa","List_of_Albanians"
"muçi zade","List_of_Albanians"
"pjetër zarishi","List_of_Albanians"
"fehim zavalani","List_of_Albanians"
"petro zheji","List_of_Albanians"
"thoma abrami","List_of_Albanians"
"dritëro agolli","List_of_Albanians"
"mimoza ahmeti","List_of_Albanians"
"sadri ahmeti","List_of_Albanians"
"valdete antoni","List_of_Albanians"
"fatos arapi","List_of_Albanians"
"lindita arapi","List_of_Albanians"
"nasibi tahir babai","List_of_Albanians"
"llukë bogdani","List_of_Albanians"
"zenel bastari","List_of_Albanians"
"besim bokshi","List_of_Albanians"
"constantine of berat","List_of_Albanians"
"etëhem bey mollaj","List_of_Albanians"
"flora brovina","List_of_Albanians"
"andon zako çajupi","List_of_Albanians"
"spiro dine","List_of_Albanians"
"preng doçi","List_of_Albanians"
"aleksandër stavre drenova","List_of_Albanians"
"gjergj fishta","List_of_Albanians"
"nezim frakulla","List_of_Albanians"
"midhat frashëri","List_of_Albanians"
"ndoc gjetja","List_of_Albanians"
"julia gjika","List_of_Albanians"
"milto sotir gurra","List_of_Albanians"
"anton harapi","List_of_Albanians"
"ervin hatibi","List_of_Albanians"
"ibrahim dalliu","List_of_Albanians"
"irhan jubica","List_of_Albanians"
"ismail kadare","List_of_Albanians"
"kadrush radogoshi","List_of_Albanians"
"hasan zyko kamberi","List_of_Albanians"
"karmel kandreva","List_of_Albanians"
"veli karahoda","List_of_Albanians"
"haxhi ymer kashari","List_of_Albanians"
"teodor keko","List_of_Albanians"
"ernest koliqi","List_of_Albanians"
"mark krasniqi","List_of_Albanians"
"irma kurti","List_of_Albanians"
"natasha lako","List_of_Albanians"
"mark lucgjonaj","List_of_Albanians"
"masiela lusha","List_of_Albanians"
"sejfulla malëshova","List_of_Albanians"
"ndre mjeda","List_of_Albanians"
"betim muço","List_of_Albanians"
"faruk myrtaj","List_of_Albanians"
"havzi nela","List_of_Albanians"
"millosh gjergj nikolla","List_of_Albanians"
"fan s. noli","List_of_Albanians"
"bernardin palaj","List_of_Albanians"
"dhimitër pasko","List_of_Albanians"
"arshi pipa","List_of_Albanians"
"lasgush poradeci","List_of_Albanians"
"leon qafzezi","List_of_Albanians"
"girolamo de rada","List_of_Albanians"
"nijazi ramadani","List_of_Albanians"
"giuseppe schirò di maggio","List_of_Albanians"
"giuseppe schirò","List_of_Albanians"
"filip shiroka","List_of_Albanians"
"kristo shuli","List_of_Albanians"
"dhimitër shuteriqi","List_of_Albanians"
"drago siliqi","List_of_Albanians"
"llazar siliqi","List_of_Albanians"
"risto siliqi","List_of_Albanians"
"nokë sinishtaj","List_of_Albanians"
"xhevahir spahiu","List_of_Albanians"
"iliriana sulkuqi","List_of_Albanians"
"parid teferiçi","List_of_Albanians"
"skender temali","List_of_Albanians"
"murat toptani","List_of_Albanians"
"giulio variboba","List_of_Albanians"
"demir vlonjati","List_of_Albanians"
"bilal xhaferri","List_of_Albanians"
"muçi zade","List_of_Albanians"
"mihal zallari","List_of_Albanians"
"dhimitër anagnosti","List_of_Albanians"
"kujtim çashku","List_of_Albanians"
"elvira dones","List_of_Albanians"
"fatmir gjata","List_of_Albanians"
"pjetër gjoka","List_of_Albanians"
"kujtim gjonaj","List_of_Albanians"
"hysen hakani","List_of_Albanians"
"xhanfize keko","List_of_Albanians"
"anastas kondo","List_of_Albanians"
"saim kokona","List_of_Albanians"
"vath koreshi","List_of_Albanians"
"nijazi ramadani","List_of_Albanians"
"llazar siliqi","List_of_Albanians"
"nexhati tafa","List_of_Albanians"
"dhimitër xhuvani","List_of_Albanians"
"gjergj xhuvani","List_of_Albanians"
"bardhyl ajeti","List_of_Albanians"
"dhimitër antoni","List_of_Albanians"
"valdete antoni","List_of_Albanians"
"agron bajrami","List_of_Albanians"
"dhimitër beratti","List_of_Albanians"
"klara buda","List_of_Albanians"
"berat buzhala","List_of_Albanians"
"ligor buzi","List_of_Albanians"
"jusuf buxhovi","List_of_Albanians"
"anastas byku","List_of_Albanians"
"basir çollaku","List_of_Albanians"
"tahir dizdari","List_of_Albanians"
"visar dodani","List_of_Albanians"
"diana culi","List_of_Albanians"
"daut dauti","List_of_Albanians"
"fatmir efica","List_of_Albanians"
"blendi fevziu","List_of_Albanians"
"llazar fundo","List_of_Albanians"
"krenar gashi","List_of_Albanians"
"fatmir gjata","List_of_Albanians"
"xhelil gjoni","List_of_Albanians"
"dukagjin gorani","List_of_Albanians"
"mihal grameno","List_of_Albanians"
"milto sotir gurra","List_of_Albanians"
"bajram haliti","List_of_Albanians"
"baton haxhiu","List_of_Albanians"
"shefki hysa","List_of_Albanians"
