"NAME","NATIONALITY"
"vitaliano brancati","List_of_Italians"
"gesualdo bufalino","List_of_Italians"
"dino buzzati","List_of_Italians"
"italo calvino","List_of_Italians"
"andrea camilleri","List_of_Italians"
"dino campana","List_of_Italians"
"carlo cassola","List_of_Italians"
"benedetto croce","List_of_Italians"
"erri de luca","List_of_Italians"
"grazia deledda","List_of_Italians"
"umberto eco","List_of_Italians"
"julius evola","List_of_Italians"
"oriana fallaci","List_of_Italians"
"beppe fenoglio","List_of_Italians"
"dario fo","List_of_Italians"
"carlo emilio gadda","List_of_Italians"
"francesco gaeta","List_of_Italians"
"natalia ginzburg","List_of_Italians"
"giovannino guareschi","List_of_Italians"
"tommaso landolfi","List_of_Italians"
"carlo levi","List_of_Italians"
"primo levi","List_of_Italians"
"claudio magris","List_of_Italians"
"filippo tommaso marinetti","List_of_Italians"
"fulvio melia","List_of_Italians"
"eugenio montale","List_of_Italians"
"indro montanelli","List_of_Italians"
"elsa morante","List_of_Italians"
"alberto moravia","List_of_Italians"
"aldo palazzeschi","List_of_Italians"
"cesare pavese","List_of_Italians"
"luigi pirandello","List_of_Italians"
"vasco pratolini","List_of_Italians"
"salvatore quasimodo","List_of_Italians"
"mario rigoni stern","List_of_Italians"
"gianni rodari","List_of_Italians"
"rafael sabatini","List_of_Italians"
"leonardo sciascia","List_of_Italians"
"filippo scòzzari","List_of_Italians"
"ignazio silone","List_of_Italians"
"italo svevo","List_of_Italians"
"antonio tabucchi","List_of_Italians"
"susanna tamaro","List_of_Italians"
"giuseppe tomasi di lampedusa","List_of_Italians"
"pier vittorio tondelli","List_of_Italians"
"federigo tozzi","List_of_Italians"
"giuseppe ungaretti","List_of_Italians"
"elio vittorini","List_of_Italians"
"franco archibugi","List_of_Italians"
"palizzolo gravina","List_of_Italians"
"barbara labate","List_of_Italians"
"marcel bich","List_of_Italians"
"giovanni agnelli","List_of_Italians"
"francesco antonio broccu","List_of_Italians"
"alessandro cagliostro","List_of_Italians"
"ambrogio calepino","List_of_Italians"
"antonio benedetto carpano","List_of_Italians"
"giacomo casanova","List_of_Italians"
"bartolomeo cristofori","List_of_Italians"
"francesco datini","List_of_Italians"
"lorenzo de tonti","List_of_Italians"
"giuseppe donati","List_of_Italians"
"giovanni falcone","List_of_Italians"
"rosina ferrario","List_of_Italians"
"andrea fogli","List_of_Italians"
"jose greco","List_of_Italians"
"johann maria farina","List_of_Italians"
"sonia gandhi","List_of_Italians"
"ugolino della gherardesca","List_of_Italians"
"john of montecorvino","List_of_Italians"
"lisa del giocondo","List_of_Italians"
"giovanni paolo lancelotti","List_of_Italians"
"enrico mattei","List_of_Italians"
"philip mazzei","List_of_Italians"
"francesco morosini","List_of_Italians"
"edgardo mortara","List_of_Italians"
"matteo ricci","List_of_Italians"
"cola di rienzo","List_of_Italians"
"sacco and vanzetti","List_of_Italians"
"massimo salvadori","List_of_Italians"
"girolamo savonarola","List_of_Italians"
"father simpliciano of the nativity","List_of_Italians"
"emilia telese","List_of_Italians"
"augusto odone","List_of_Italians"
"simonetta vespucci","List_of_Italians"
"antonio zabelli","List_of_Italians"
"luigi fantappiè","List_of_Italians"
"oscar sala","List_of_Italians"
"gleb wataghin","List_of_Brazilians"
"szymon askenazy","List_of_Poles"
"marcin bielski","List_of_Poles"
"michał bobrzyński","List_of_Poles"
"józef borzyszkowski","List_of_Poles"
"filip callimachus","List_of_Poles"
"marek jan chodakiewicz","List_of_Poles"
"piotr cywiński","List_of_Poles"
"tadeusz czacki","List_of_Poles"
"norman davies","List_of_Poles"
"jan długosz","List_of_Poles"
"marian kamil dziewanowski","List_of_Poles"
"karol estreicher (senior)","List_of_Poles"
"stanisław estreicher","List_of_Poles"
"tadeusz estreicher","List_of_Poles"
"aleksander gieysztor","List_of_Poles"
"kazimierz godłowski","List_of_Poles"
"władysław grabski","List_of_Poles"
"oskar halecki","List_of_Poles"
"marceli handelsman","List_of_Poles"
"paweł jasienica","List_of_Poles"
"jacek jędruch","List_of_Poles"
"wincenty kadłubek","List_of_Poles"
"józef kasparek","List_of_Poles"
"stefan kieniewicz","List_of_Poles"
"jerzy kirchmayer","List_of_Poles"
"hugo kołłątaj","List_of_Poles"
"feliks koneczny","List_of_Poles"
"władysław konopczyński","List_of_Poles"
"stanisław kot","List_of_Poles"
"władysław kozaczuk","List_of_Poles"
"manfred kridl","List_of_Poles"
"marcin kromer","List_of_Poles"
"jan kucharzewski","List_of_Poles"
"marian kukiel","List_of_Poles"
"stanisław kutrzeba","List_of_Poles"
"gerard labuda","List_of_Poles"
"joachim lelewel","List_of_Poles"
"jerzy jan lerski","List_of_Poles"
"wacław lipiński","List_of_Poles"
"stanisław lorentz","List_of_Poles"
"czesław madajczyk","List_of_Poles"
"janusz magnuski","List_of_Poles"
"tadeusz manteuffel","List_of_Poles"
"maciej miechowita","List_of_Poles"
"stephen mizwa","List_of_Poles"
"teodor narbutt","List_of_Poles"
"adam naruszewicz","List_of_Poles"
"kasper niesiecki","List_of_Poles"
"szymon okolski","List_of_Poles"
"bartosz paprocki","List_of_Poles"
"michael alfred peszke","List_of_Poles"
"tadeusz piotrowski","List_of_Poles"
"richard pipes","List_of_Poles"
"iwo cyprian pogonowski","List_of_Poles"
"stanisław salmonowicz","List_of_Poles"
"henryk samsonowicz","List_of_Poles"
"julian stachiewicz","List_of_Poles"
"szymon starowolski","List_of_Poles"
"maciej stryjkowski","List_of_Poles"
"tomasz strzembosz","List_of_Poles"
"tadeusz sulimirski","List_of_Poles"
"karol szajnocha","List_of_Poles"
"zygmunt szweykowski","List_of_Poles"
"władysław tatarkiewicz","List_of_Poles"
"rafał taubenschlag","List_of_Poles"
"janusz tazbir","List_of_Poles"
"józef turowski","List_of_Poles"
"adam ulam","List_of_Poles"
"adam vetulani","List_of_Poles"
"piotr s. wandycz","List_of_Poles"
"leon wasilewski","List_of_Poles"
"richard woytak","List_of_Poles"
"wincenty zakrzewski","List_of_Poles"
"adam zamoyski","List_of_Poles"
"janusz k. zawodny","List_of_Poles"
"marek żukowkarczewski","List_of_Poles"
"franciszek armiński","List_of_Poles"
"tadeusz banachiewicz","List_of_Poles"
"jan brożek","List_of_Poles"
"albert brudzewski","List_of_Poles"
"nicolaus copernicus","List_of_Poles"
"wojciech dziembowski","List_of_Poles"
"władysław dziewulski","List_of_Poles"
"michał falkener","List_of_Poles"
"jan gadomski","List_of_Poles"
"johannes hevelius","List_of_Poles"
"felicjan kępiński","List_of_Poles"
"marian albertovich kowalski","List_of_Poles"
"kazimierz kordylewski","List_of_Poles"
"wojciech krzemiński","List_of_Poles"
"jan latosz","List_of_Poles"
"stanisław lubieniecki","List_of_Poles"
"bohdan paczyński","List_of_Poles"
"marcin poczobuttodlanicki","List_of_Poles"
"alexius sylvius polonus","List_of_Poles"
"adam prażmowski","List_of_Poles"
"antoni przybylski","List_of_Poles"
"konrad rudnicki","List_of_Poles"
"jan mikołaj smogulecki","List_of_Poles"
"jan śniadecki","List_of_Poles"
"andrzej udalski","List_of_Poles"
"wiesław wiśniewski","List_of_Poles"
"aleksander wolszczan","List_of_Poles"
"thomas zebrowski","List_of_Poles"
"anna n. żytkow","List_of_Poles"
"joseph babinski","List_of_Poles"
"edmund biernacki","List_of_Poles"
"czesław bieżanko","List_of_Poles"
"tytus chałubiński","List_of_Poles"
"napoleon cybulski","List_of_Poles"
"maria antonina czaplicka","List_of_Poles"
"jan czekanowski","List_of_Poles"
"wiktor dega","List_of_Poles"
"august dehnel","List_of_Poles"
"jozef dietl","List_of_Poles"
"jan dzierżon","List_of_Poles"
"stefan falimierz","List_of_Poles"
"sidney farber","List_of_Poles"
"edward flatau","List_of_Poles"
"ludwik fleck","List_of_Poles"
"eva frommer","List_of_Poles"
"kazimierz funk","List_of_Poles"
"marian gieszczykiewicz","List_of_Poles"
"emil godlewski","List_of_Poles"
"samuel goldflam","List_of_Poles"
"adam gruca","List_of_Poles"
"ryszard gryglewski","List_of_Poles"
"tomasz guzik","List_of_Poles"
"ludwik hirszfeld","List_of_Poles"
"feliks paweł jarocki","List_of_Poles"
"stefania jabłońska","List_of_Poles"
"walery jaworski","List_of_Poles"
"konstanty jelski","List_of_Poles"
"zbigniew kabata","List_of_Poles"
"zofia kielanjaworowska","List_of_Poles"
"aleksander koj","List_of_Poles"
"jerzy konorski","List_of_Poles"
"stefan kopec","List_of_Poles"
"hilary koprowski","List_of_Poles"
"tadeusz krwawicz","List_of_Poles"
"abraham low","List_of_Poles"
"margaret lowenfeld","List_of_Poles"
"karol marcinkowski","List_of_Poles"
"eugène minkowski","List_of_Poles"
"ludwik mlokosiewicz","List_of_Poles"
"maksymilian nowicki","List_of_Poles"
"ferdynand antoni ossendowski","List_of_Poles"
"marek pienkowski","List_of_Poles"
"piotr ponikowski","List_of_Poles"
"zbigniew religa","List_of_Poles"
"józef rostafiński","List_of_Poles"
"albert sabin","List_of_Poles"
"andrzej wiktor schally","List_of_Poles"
"hanna segal","List_of_Poles"
"henryk skarżyński","List_of_Poles"
"eduard adolf strasburger","List_of_Poles"
"andrzej szczeklik","List_of_Poles"
"jan sztolcman","List_of_Poles"
"wacław szybalski","List_of_Poles"
"władysław taczanowski","List_of_Poles"
"andrzej k. tarkowski","List_of_Poles"
"zbylut twardowski","List_of_Poles"
"jerzy vetulani","List_of_Poles"
"józef warszewicz","List_of_Poles"
"rudolf weigl","List_of_Poles"
"helena rosa wright","List_of_Poles"
"marie elizabeth zakrzewska","List_of_Poles"
"osman achmatowicz","List_of_Poles"
"józef boguski","List_of_Poles"
"kazimierz boratyński","List_of_Poles"
"jan czochralski","List_of_Poles"
"tadeusz estreicher","List_of_Poles"
"kazimierz fajans","List_of_Poles"
"kazimierz funk","List_of_Poles"
"andrzej górak","List_of_Poles"
"antoni grabowski","List_of_Poles"
"konstanty hrynakowski","List_of_Poles"
"andrzej jajszczyk","List_of_Poles"
"adolf joszt","List_of_Poles"
"aharon katzir","List_of_Poles"
"wiktor kemula","List_of_Poles"
"włodzimierz kołos","List_of_Poles"
"stanisław kostanecki","List_of_Poles"
"marek gattykostyal","List_of_Poles"
"ignacy łukasiewicz","List_of_Poles"
"mieczysław mąkosza","List_of_Poles"
"leon marchlewski","List_of_Poles"
"bolesław masłowski","List_of_Poles"
"krzysztof matyjaszewski","List_of_Poles"
"mark miodownik","List_of_Poles"
"ignacy mościcki","List_of_Poles"
"marceli nencki","List_of_Poles"
"karol olszewski","List_of_Poles"
"krzysztof palczewski","List_of_Poles"
"sylwester porowski","List_of_Poles"
"tadeusz reichstein","List_of_Poles"
"michał sędziwój","List_of_Poles"
"maria skłodowska curie (marie curie)","List_of_Poles"
"edward sucharda","List_of_Poles"
"jędrzej śniadecki","List_of_Poles"
"wojciech świętosławski","List_of_Poles"
"bohdan szyszkowski","List_of_Poles"
"włodzimierz trzebiatowski","List_of_Poles"
"filip neriusz walter","List_of_Poles"
"zygmunt wróblewski","List_of_Poles"
"józef zawadzki","List_of_Poles"
"krzysztof arciszewski","List_of_Poles"
"karol adamiecki","List_of_Poles"
"mieczysław g. bekker","List_of_Poles"
"georges charpak","List_of_Poles"
"stefan bryła","List_of_Poles"
"romuald cebertowicz","List_of_Poles"
"zdzisław celiński","List_of_Poles"
"jerzy dąbrowski","List_of_Poles"
"mikhail dolivodobrovolsky","List_of_Poles"
"rudolf gundlach","List_of_Poles"
"kazimierz gzowski","List_of_Poles"
"edward jan habich","List_of_Poles"
"tytus maksymilian huber","List_of_Poles"
"jacek jędruch","List_of_Poles"
"stanisław kierbedź","List_of_Poles"
"józef kosacki","List_of_Poles"
"janusz liberkowski","List_of_Poles"
"henryk magnuski","List_of_Poles"
"ernest malinowski","List_of_Poles"
"henry millicer","List_of_Poles"
"ralph modjeski","List_of_Poles"
"jan nagórski","List_of_Poles"
"antoni patek","List_of_Poles"
"iwo cyprian pogonowski","List_of_Poles"
"zygmunt puławski","List_of_Poles"
"wojciech rostafiński","List_of_Poles"
"kazimierz siemienowicz","List_of_Poles"
"stefan tyszkiewicz","List_of_Poles"
"stanisław wigura","List_of_Poles"
"piotr wilniewczyc","List_of_Poles"
"franciszek żwirko","List_of_Poles"
"karol adamiecki","List_of_Poles"
"leszek balcerowicz","List_of_Poles"
"czesław bobrowski","List_of_Poles"
"henryka bochniarz","List_of_Poles"
"joanna cygler","List_of_Poles"
"gabriel czechowicz","List_of_Poles"
"franciszek ksawery druckilubecki","List_of_Poles"
"zyta gilowska","List_of_Poles"
"adam glapiński","List_of_Poles"
"władysław grabski","List_of_Poles"
"henryk grossman","List_of_Poles"
"robert gwiazdowski","List_of_Poles"
"leonid hurwicz","List_of_Poles"
"danuta hübner","List_of_Poles"
"michał kalecki","List_of_Poles"
"grzegorz kołodko","List_of_Poles"
"monika kostera","List_of_Poles"
"tadeusz kowalik","List_of_Poles"
"stanisław kronenberg","List_of_Poles"
"eugeniusz kwiatkowski","List_of_Poles"
"oskar lange","List_of_Poles"
"janusz lewandowski","List_of_Poles"
"edward lipiński","List_of_Poles"
"kazimierz łaski","List_of_Poles"
"grzegorz marek michalski","List_of_Poles"
"wacław micuta","List_of_Poles"
"hilary minc","List_of_Poles"
"marek rocki","List_of_Poles"
"dariusz rosati","List_of_Poles"
"jacek rostowski","List_of_Poles"
"edward szczepanik","List_of_Poles"
"sławomir szwedowski","List_of_Poles"
"louis wolowski","List_of_Poles"
"antoni żabkopotopowicz","List_of_Poles"
"bruno abakanowicz","List_of_Poles"
"stefan bryła","List_of_Poles"
"mieczysław g. bekker","List_of_Poles"
"jan czochralski","List_of_Poles"
"juliusz bogdan deczkowski","List_of_Poles"
"stefan drzewiecki","List_of_Poles"
"jan dzierzon","List_of_Poles"
"leo gerstenzang","List_of_Poles"
"rudolf gundlach","List_of_Poles"
"józef hofmann","List_of_Poles"
"stefan kudelski","List_of_Poles"
"stephanie kwolek","List_of_Poles"
"kazimierz leski","List_of_Poles"
"janusz liberkowski","List_of_Poles"
"ignacy łukasiewicz","List_of_Poles"
"henryk magnuski","List_of_Poles"
"julian ochorowicz","List_of_Poles"
"iwo cyprian pogonowski","List_of_Poles"
"kazimierz proszyński","List_of_Poles"
"tadeusz sendzimir","List_of_Poles"
"władysław starewicz","List_of_Poles"
"abraham stern","List_of_Poles"
"wacław struszyński","List_of_Poles"
"jan szczepanik","List_of_Poles"
"józef tykociński","List_of_Poles"
"stefan tyszkiewicz","List_of_Poles"
"mieczysław wolfke","List_of_Poles"
"casimir zeglen","List_of_Poles"
"henryk zygalski","List_of_Poles"
"paul baran","List_of_Poles"
"krzysztof cios","List_of_Poles"
"andrzej ehrenfeucht","List_of_Poles"
"siemion fajtlowicz","List_of_Poles"
"tomasz imieliński","List_of_Poles"
"piotr indyk","List_of_Poles"
"jacek karpiński","List_of_Poles"
"marek karpiński","List_of_Poles"
"marian mazur","List_of_Poles"
"jan mycielski","List_of_Poles"
"zdzislaw pawlak","List_of_Poles"
"emil leon post","List_of_Poles"
"stanisław radziszowski","List_of_Poles"
"andrew targowski","List_of_Poles"
"jack tramiel","List_of_Poles"
"andrzej trybulec","List_of_Poles"
"stanisław ulam","List_of_Poles"
"jan węglarz","List_of_Poles"
"michał zalewski","List_of_Poles"
"jolanta antas","List_of_Poles"
"jerzy bartmiński","List_of_Poles"
"jan niecisław baudouin de courtenay","List_of_Poles"
"andrzej bogusławski","List_of_Poles"
"aleksander brückner","List_of_Poles"
"jan bystroń","List_of_Poles"
"jan czekanowski","List_of_Poles"
"andrzej gawroński","List_of_Poles"
"grzegorz knapski","List_of_Poles"
"władysław kopaliński","List_of_Poles"
"onufry kopczyński","List_of_Poles"
"alfred korzybski","List_of_Poles"
"mikołaj kruszewski","List_of_Poles"
"jerzy kuryłowicz","List_of_Poles"
"samuel bogumił linde","List_of_Poles"
"jan mączyński","List_of_Poles"
"halina mierzejewska","List_of_Poles"
"jan miodek","List_of_Poles"
"iwo cyprian pogonowski","List_of_Poles"
"anna siewierska","List_of_Poles"
"jan stanisławski","List_of_Poles"
"antoni józef śmieszek","List_of_Poles"
"michel thomas","List_of_Poles"
"zdzisław wąsik","List_of_Poles"
"anna wierzbicka","List_of_Poles"
"ludwik zamenhof","List_of_Poles"
"nachman aronszajn","List_of_Poles"
"stefan banach","List_of_Poles"
"tadeusz banachiewicz","List_of_Poles"
"kazimierz bartel","List_of_Poles"
"andrzej białynickibirula","List_of_Poles"
"karol borsuk","List_of_Poles"
"jacob bronowski","List_of_Poles"
"jan brożek","List_of_Poles"
"meier eidelheit","List_of_Poles"
"samuel eilenberg","List_of_Poles"
"andrzej grzegorczyk","List_of_Poles"
"witold hurewicz","List_of_Poles"
"henryk iwaniec","List_of_Poles"
"zygmunt janiszewski","List_of_Poles"
"stanisław jaśkowski","List_of_Poles"
"jan jaworowski","List_of_Poles"
"mark kac","List_of_Poles"
"stefan kaczmarz","List_of_Poles"
"marek karpinski","List_of_Poles"
"bronisław knaster","List_of_Poles"
"kazimierz kordylewski","List_of_Poles"
"robert kowalski","List_of_Poles"
"zdzisław krygowski","List_of_Poles"
"krystyna kuperberg","List_of_Poles"
"włodzimierz kuperberg","List_of_Poles"
"kazimierz kuratowski","List_of_Poles"
"izabella łaba","List_of_Poles"
"franciszek leja","List_of_Poles"
"stanisław leśniewski","List_of_Poles"
"adolf lindenbaum","List_of_Poles"
"stanisław łojasiewicz","List_of_Poles"
"antoni łomnicki","List_of_Poles"
"jerzy łoś","List_of_Poles"
"jan łukasiewicz","List_of_Poles"
"edward marczewski","List_of_Poles"
"józef marcinkiewicz","List_of_Poles"
"stanisław mazur","List_of_Poles"
"stefan mazurkiewicz","List_of_Poles"
"jan mikusinski","List_of_Poles"
"michał misiurewicz","List_of_Poles"
"andrzej mostowski","List_of_Poles"
"jan mycielski","List_of_Poles"
"jerzy spławaneyman","List_of_Poles"
"otton m. nikodym","List_of_Poles"
"wiesława nizioł","List_of_Poles"
"andrew odlyzko","List_of_Poles"
"władysław orlicz","List_of_Poles"
"józef h. przytycki","List_of_Poles"
"helena rasiowa","List_of_Poles"
"marian rejewski","List_of_Poles"
"jerzy różycki","List_of_Poles"
"stanisław ruziewicz","List_of_Poles"
"czesław ryllnardzewski","List_of_Poles"
"stanisław saks","List_of_Poles"
"juliusz schauder","List_of_Poles"
"wacław sierpiński","List_of_Poles"
"roman sikorski","List_of_Poles"
"julian sochocki","List_of_Poles"
"hugo steinhaus","List_of_Poles"
"włodzimierz stożek","List_of_Poles"
"wanda szmielew","List_of_Poles"
"władysław ślebodziński","List_of_Poles"
"ivan śleszyński","List_of_Poles"
"jan śniadecki","List_of_Poles"
"alfred tarski","List_of_Poles"
"stanisław ulam","List_of_Poles"
"tadeusz ważewski","List_of_Poles"
"józef hoenewroński","List_of_Poles"
"kazimierz zarankiewicz","List_of_Poles"
"stanisław zaremba","List_of_Poles"
"henryk zygalski","List_of_Poles"
"antoni zygmund","List_of_Poles"
"kazimierz żorawski","List_of_Poles"
"czesław białobrzeski","List_of_Poles"
"georges charpak","List_of_Poles"
"jan kazimierz danysz","List_of_Poles"
"marian danysz","List_of_Poles"
"tomasz dietl","List_of_Poles"
"artur ekert","List_of_Poles"
"marek gazdzicki","List_of_Poles"
"ryszard horodecki","List_of_Poles"
"leopold infeld","List_of_Poles"
"aleksander jabłoński","List_of_Poles"
"jerzy stanisław janicki","List_of_Poles"
"sylwester kaliski","List_of_Poles"
"jan eugeniusz krysiński","List_of_Poles"
"stanislas leibler","List_of_Poles"
"maciej lewenstein","List_of_Poles"
"olga malinkiewicz","List_of_Poles"
"stanisław mrozowski","List_of_Poles"
"władysław natanson","List_of_Poles"
"witold nazarewicz","List_of_Poles"
"henryk niewodniczański","List_of_Poles"
"georges nomarski","List_of_Poles"
"karol olszewski","List_of_Poles"
"jerzy plebański","List_of_Poles"
"jerzy pniewski","List_of_Poles"
"nikodem popławski","List_of_Poles"
"sylwester porowski","List_of_Poles"
"józef rotblat","List_of_Poles"
"stefan rozental","List_of_Poles"
"wojciech rubinowicz","List_of_Poles"
"maria skłodowska curie","List_of_Poles"
"jan sładkowski","List_of_Poles"
"marian smoluchowski","List_of_Poles"
"andrzej sobolewski","List_of_Poles"
"haroun tazieff","List_of_Poles"
"andrzej trautman","List_of_Poles"
"witelo","List_of_Poles"
"stanley wojcicki","List_of_Poles"
"mieczysław wolfke","List_of_Poles"
"stanisław lech woronowicz","List_of_Poles"
"zygmunt wróblewski","List_of_Poles"
"marek żukowski","List_of_Poles"
"wojciech h. zurek","List_of_Poles"
"tadeusz andrzejewski","List_of_Poles"
"zygmunt bauman","List_of_Poles"
"stefan błachowski","List_of_Poles"
"maria czaplicka","List_of_Poles"
"jan władysław dawid","List_of_Poles"
"tomasz drezner","List_of_Poles"
"zygmunt gloger","List_of_Poles"
"ludwig gumplowicz","List_of_Poles"
"norbert guterman","List_of_Poles"
"franciszek kasparek","List_of_Poles"
"oskar kolberg","List_of_Poles"
"marek kotański","List_of_Poles"
"ludwik krzywicki","List_of_Poles"
"jan kubary","List_of_Poles"
"hersch lauterpacht","List_of_Poles"
"raphael lemkin","List_of_Poles"
"wiesław łukaszewski","List_of_Poles"
"bronisław malinowski","List_of_Poles"
"władysław markiewicz","List_of_Poles"
"kazimierz michałowski","List_of_Poles"
"karol myśliwiec","List_of_Poles"
"julian ochorowicz","List_of_Poles"
"maria ossowska","List_of_Poles"
"stanisław ossowski","List_of_Poles"
"bronisław piłsudski","List_of_Poles"
"jadwiga staniszkis","List_of_Poles"
"paweł śpiewak","List_of_Poles"
"jerzy szacki","List_of_Poles"
"zbigniew szafrański","List_of_Poles"
"jacek szmatka","List_of_Poles"
"piotr sztompka","List_of_Poles"
"edmund wnuklipiński","List_of_Poles"
"florian znaniecki","List_of_Poles"
"henryk arctowski","List_of_Poles"
"benedykt polak","List_of_Poles"
"leon barszczewski","List_of_Poles"
"karol bohdanowicz","List_of_Poles"
"piotr ignacy bieńkowski","List_of_Poles"
"gerard ciołek","List_of_Poles"
"aleksander czekanowski","List_of_Poles"
"jan czerski","List_of_Poles"
"zofia daszyńskagolińska","List_of_Poles"
"kazimierz dąbrowski","List_of_Poles"
"helene deutsch","List_of_Poles"
"antoni bolesław dobrowolski","List_of_Poles"
"ignacy domeyko","List_of_Poles"
"benedykt dybowski","List_of_Poles"
"bronisław grąbczewski","List_of_Poles"
"gaspar da gama","List_of_Poles"
"mirosław hermaszewski","List_of_Poles"
"leonard jaczewski","List_of_Poles"
"maria janion","List_of_Poles"
"henryk jordan","List_of_Poles"
"antoni kępiński","List_of_Poles"
"janusz korczak","List_of_Poles"
"józef kostrzewski","List_of_Poles"
"irena krzywicka","List_of_Poles"
"henryk lipszyc","List_of_Poles"
"rosa luxemburg","List_of_Poles"
"józef morozewicz","List_of_Poles"
"halszka osmólska","List_of_Poles"
"jacek pałkiewicz","List_of_Poles"
"michael alfred peszke","List_of_Poles"
"jan potocki","List_of_Poles"
"antoni józef śmieszek","List_of_Poles"
"stanisław of skarbimierz","List_of_Poles"
"paweł edmund strzelecki","List_of_Poles"
"tadeusz sulimirski","List_of_Poles"
"józef trzemeski","List_of_Poles"
"bernard wapowski","List_of_Poles"
"andrzej wawrzyniak","List_of_Poles"
"paweł włodkowic","List_of_Poles"
"robert zajonc","List_of_Poles"
"czesław zakaszewski","List_of_Poles"
"kazimierz żurowski","List_of_Poles"
"chava alberstein","List_of_Poles"
"piotr anderszewski","List_of_Poles"
"stefan askenase","List_of_Poles"
"emanuel ax","List_of_Poles"
"grażyna bacewicz","List_of_Poles"
"stanisław barcewicz","List_of_Poles"
"edyta bartosiewicz","List_of_Poles"
"kamil bednarek","List_of_Poles"
"michał bergson","List_of_Poles"
"marek biliński","List_of_Poles"
"rafał blechacz","List_of_Poles"
"jan nepomucen bobrowicz","List_of_Poles"
"stan borys","List_of_Poles"
"monika brodka","List_of_Poles"
"dariusz brzozowski","List_of_Poles"
"grzegorz ciechowski","List_of_Poles"
"fryderyk chopin","List_of_Poles"
"agnieszka chylińska","List_of_Poles"
"cleo","List_of_Poles"
"krzysztof czerwiński","List_of_Poles"
"adam darski","List_of_Poles"
"ania dąbrowska","List_of_Poles"
"ewa demarczyk","List_of_Poles"
"krzesimir dębski","List_of_Poles"
"wojciech długoraj","List_of_Poles"
"andrzej dobrowolski","List_of_Poles"
"doda","List_of_Poles"
"ignacy feliks dobrzyński","List_of_Poles"
"urszula dudziak","List_of_Poles"
"walek dzedzej","List_of_Poles"
"józef elsner","List_of_Poles"
"ewa farna","List_of_Poles"
"robert 'litza' friedrich","List_of_Poles"
"anna german","List_of_Poles"
"mikołaj gomołka","List_of_Poles"
"grzegorz gerwazy gorczycki","List_of_Poles"
"kasia glowicka","List_of_Poles"
"konstanty gorski","List_of_Poles"
"henryk górecki","List_of_Poles"
"edyta górniak","List_of_Poles"
"marek grechuta","List_of_Poles"
"taco hemingway","List_of_Poles"
"józef hofmann","List_of_Poles"
"mieczysław horszowski","List_of_Poles"
"bronisław huberman","List_of_Poles"
"grzegorz hyży","List_of_Poles"
"stanislas idzikowski","List_of_Poles"
"zdzisław jachimecki","List_of_Poles"
"alicja janosz","List_of_Poles"
"anna jantar","List_of_Poles"
"adam jarzębski","List_of_Poles"
"anna maria jopek","List_of_Poles"
"jula","List_of_Poles"
"reni jusis","List_of_Poles"
"jan a.p. kaczmarek","List_of_Poles"
"jacek kaczmarski","List_of_Poles"
"maria kalergis","List_of_Poles"
"bronisław kaper","List_of_Poles"
"mieczysław karłowicz","List_of_Poles"
"kayah","List_of_Poles"
"wacław kiełtyka","List_of_Poles"
"stefan kisielewski","List_of_Poles"
"wojciech kilar","List_of_Poles"
"krzysztof komeda","List_of_Poles"
"zygmunt konieczny","List_of_Poles"
"abel korzeniowski","List_of_Poles"
"roman kostrzewski","List_of_Poles"
"kasia kowalska","List_of_Poles"
"seweryn krajewski","List_of_Poles"
"dawid kwiatkowski","List_of_Poles"
"rafał kuczynski ('human error')","List_of_Poles"
"hanna kulenty","List_of_Poles"
"karol kurpiński","List_of_Poles"
"lucjan kydryński","List_of_Poles"
"wanda landowska","List_of_Poles"
"teodor leszetycki","List_of_Poles"
"monika lewczuk","List_of_Poles"
"franciszek lilius","List_of_Poles"
"karol lipiński","List_of_Poles"
"ewelina lisowska","List_of_Poles"
"michał lorenc","List_of_Poles"
"jan z lublina","List_of_Poles"
"witold lutosławski","List_of_Poles"
"paweł mąciwoda","List_of_Poles"
"jerzy maksymiuk","List_of_Poles"
"ray manzarek","List_of_Poles"
"margaret","List_of_Poles"
"patrycja markowska","List_of_Poles"
"megitza","List_of_Poles"
"krzysztof meyer","List_of_Poles"
"aleksander michałowski","List_of_Poles"
"carl mikuli","List_of_Poles"
"maciek miernik","List_of_Poles"
"marcin mielczewski","List_of_Poles"
"emil młynarski","List_of_Poles"
"stanisław moniuszko","List_of_Poles"
"moritz moszkowski","List_of_Poles"
"czesław mozil","List_of_Poles"
"leszek możdżer","List_of_Poles"
"tadeusz nalepa","List_of_Poles"
"czesław niemen","List_of_Poles"
"katarzyna nosowska","List_of_Poles"
"marcin nowak","List_of_Poles"
"feliks nowowiejski","List_of_Poles"
"zygmunt noskowski","List_of_Poles"
"natalia nykiel","List_of_Poles"
"michał kazimierz ogiński","List_of_Poles"
"michał kleofas ogiński","List_of_Poles"
"hanka ordonówna","List_of_Poles"
"o.s.t.r.","List_of_Poles"
"ignacy jan paderewski","List_of_Poles"
"andrzej panufnik","List_of_Poles"
"włodek pawlik","List_of_Poles"
"krzysztof penderecki","List_of_Poles"
"maria peszek","List_of_Poles"
"jerzy petersburski","List_of_Poles"
"pezet","List_of_Poles"
"bartłomiej pękiel","List_of_Poles"
"andrzej piaseczny","List_of_Poles"
"svika pick","List_of_Poles"
"dawid podsiadło","List_of_Poles"
