"NAME","NATIONALITY"
"julietcapulet","List_of_Italians"
"columbina","List_of_Italians"
"corleonefamily","List_of_Italians"
"ezioauditoredafirenze","List_of_Italians"
"ildottore","List_of_Italians"
"ugofantozzi","List_of_Italians"
"victorfrankenstein","List_of_Italians"
"gianduja","List_of_Italians"
"harlequin","List_of_Italians"
"luigi","List_of_Italians"
"mario","List_of_Italians"
"romeomontague","List_of_Italians"
"salvomontalbano","List_of_Italians"
"pantalone","List_of_Italians"
"pedrolino","List_of_Italians"
"pierrot","List_of_Italians"
"pinocchio","List_of_Italians"
"pulcinella","List_of_Italians"
"scaramouche","List_of_Italians"
"trivelino","List_of_Italians"
"tonyverdeschi","List_of_Italians"
"filoteoalberini","List_of_Italians"
"gianniamelio","List_of_Italians"
"michelangeloantonioni","List_of_Italians"
"darioargento","List_of_Italians"
"pupiavati","List_of_Italians"
"marcobellocchio","List_of_Italians"
"robertobenigni","List_of_Italians"
"bernardobertolucci","List_of_Italians"
"luigicomencini","List_of_Italians"
"giuseppedesantis","List_of_Italians"
"vittoriodeseta","List_of_Italians"
"vittoriodesica","List_of_Italians"
"ruggerodeodato","List_of_Italians"
"federicofellini","List_of_Italians"
"marcoferreri","List_of_Italians"
"luciofulci","List_of_Italians"
"matteogarrone","List_of_Italians"
"pietrogermi","List_of_Italians"
"albertolattuada","List_of_Italians"
"sergioleone","List_of_Italians"
"mariomonicelli","List_of_Italians"
"nannimoretti","List_of_Italians"
"ermannoolmi","List_of_Italians"
"ferzanözpetek","List_of_Italians"
"pierpaolopasolini","List_of_Italians"
"giovannipastrone","List_of_Italians"
"eliopetri","List_of_Italians"
"gillopontecorvo","List_of_Italians"
"francescorosi","List_of_Italians"
"robertorossellini","List_of_Italians"
"gabrielesalvatores","List_of_Italians"
"michelesoavi","List_of_Italians"
"silviosoldini","List_of_Italians"
"paolosorrentino","List_of_Italians"
"paoloandvittoriotaviani","List_of_Italians"
"giuseppetornatore","List_of_Italians"
"luchinovisconti","List_of_Italians"
"linawertmüller","List_of_Italians"
"francozeffirelli","List_of_Italians"
"valeriozurlini","List_of_Italians"
"leonettocappiello","List_of_Italians"
"adolfodecarolis","List_of_Italians"
"onofriocatacchio","List_of_Italians"
"maxcrivello","List_of_Italians"
"gabrieledell'otto","List_of_Italians"
"francodonatelli","List_of_Italians"
"virginiolivraghi","List_of_Italians"
"enricomazzanti","List_of_Italians"
"bartolomeopinelli","List_of_Italians"
"umbertoverdirosi","List_of_Italians"
"mariazacchè","List_of_Italians"
"mezentius","List_of_Italians"
"larsporsena","List_of_Italians"
"larstolumnius","List_of_Italians"
"scipioaemilianus","List_of_Italians"
"marcusaemiliuslepidus","List_of_Italians"
"luciusaemiliuspaullusmacedonicus","List_of_Italians"
"scipioafricanus","List_of_Italians"
"markantony","List_of_Italians"
"marcusatiliusregulus","List_of_Italians"
"augustus","List_of_Italians"
"marcusaurelius","List_of_Italians"
"luciusjuniusbrutus","List_of_Italians"
"marcusjuniusbrutustheyounger","List_of_Italians"
"juliuscaesar","List_of_Italians"
"marcusfuriuscamillus","List_of_Italians"
"catiline","List_of_Italians"
"catotheelder","List_of_Italians"
"catotheyounger","List_of_Italians"
"cicero","List_of_Italians"
"cincinnatus","List_of_Italians"
"appiusclaudiuscaecus","List_of_Italians"
"marcusclaudiusmarcellus","List_of_Italians"
"publiusclodiuspulcher","List_of_Italians"
"luciuscorneliusscipiobarbatus","List_of_Italians"
"luciuscorneliussulla","List_of_Italians"
"maniuscuriusdentatus","List_of_Italians"
"gaiusduilius","List_of_Italians"
"germanicus","List_of_Italians"
"gaiusgracchus","List_of_Italians"
"marcusliciniuscrassus","List_of_Italians"
"lucullus","List_of_Italians"
"gaiusmaecenas","List_of_Italians"
"gaiusmarius","List_of_Italians"
"quintusfabiusmaximusverrucosus","List_of_Italians"
"luciusaemiliuspaullusmacedonicus","List_of_Italians"
"pontiuspilate","List_of_Italians"
"antoninuspius","List_of_Italians"
"pompey","List_of_Italians"
"luciustarquiniussuperbus","List_of_Italians"
"trajan","List_of_Italians"
"titusquinctiusflamininus","List_of_Italians"
"quintussertorius","List_of_Italians"
"marcusvipsaniusagrippa","List_of_Italians"
"popeadriani","List_of_Italians"
"popeagapetusi","List_of_Italians"
"popealexanderiii","List_of_Italians"
"ambrose","List_of_Italians"
"augustineofcanterbury","List_of_Italians"
"benedictofnursia","List_of_Italians"
"popebenedictv","List_of_Italians"
"popebonifaceviii","List_of_Italians"
"popecelestinei","List_of_Italians"
"popecelestinev","List_of_Italians"
"peterdamian","List_of_Italians"
"popegregoryi","List_of_Italians"
"popegregoryii","List_of_Italians"
"popegregoryvii","List_of_Italians"
"johngualbert","List_of_Italians"
"popehonoriusi","List_of_Italians"
"popehonoriusiii","List_of_Italians"
"popeinnocentiii","List_of_Italians"
"popejohnii","List_of_Italians"
"popejohnviii","List_of_Italians"
"popejohnxix","List_of_Italians"
"popeleoi","List_of_Italians"
"popeleoiii","List_of_Italians"
"popeliberius","List_of_Italians"
"matildaoftuscany","List_of_Italians"
"popenicholasi","List_of_Italians"
"paulinusofnola","List_of_Italians"
"romuald","List_of_Italians"
"popesergiusi","List_of_Italians"
"popestephenii","List_of_Italians"
"popesylvesteri","List_of_Italians"
"popesymmachus","List_of_Italians"
"raineriussaccho","List_of_Italians"
"alessandrode'medici","List_of_Italians"
"catherinede'medici","List_of_Italians"
"cosimode'medici","List_of_Italians"
"cosimoide'medici","List_of_Italians"
"ferdinandoide'medici","List_of_Italians"
"francescoide'medici","List_of_Italians"
"giovannidibiccide'medici","List_of_Italians"
"lorenzode'medici","List_of_Italians"
"mariede'medici","List_of_Italians"
"salvestrode'medici","List_of_Italians"
"popeclementvii","List_of_Italians"
"popeleox","List_of_Italians"
"popeleoxi","List_of_Italians"
"cesareborgia","List_of_Italians"
"bartolomeocolleoni","List_of_Italians"
"andreadoria","List_of_Italians"
"erasmoofnarni","List_of_Italians"
"frederickii","List_of_Italians"
"federicodamontefeltro","List_of_Italians"
"giovannidallebandenere","List_of_Italians"
"sigismondopandolfomalatesta","List_of_Italians"
"niccolòpiccinino","List_of_Italians"
"francescoisforza","List_of_Italians"
"muziosforza","List_of_Italians"
"giangiacomotrivulzio","List_of_Italians"
"charlesemmanueli","List_of_Italians"
"michelangeloalessandrocollimarchi","List_of_Italians"
"achillefontanelli","List_of_Italians"
"franziskascanagatta","List_of_Italians"
"torquatoconti","List_of_Italians"
"eugeneofsavoy","List_of_Italians"
"alexanderfarnese","List_of_Italians"
"pasqualepaoli","List_of_Italians"
"pietromicca","List_of_Italians"
"raimondomontecuccoli","List_of_Italians"
"napoleon","List_of_Italians"
"ottaviopiccolomini","List_of_Italians"
"ambrogiospinola","List_of_Italians"
"victoramadeusiiofsardinia","List_of_Italians"
"pietrobadoglio","List_of_Italians"
"italobalbo","List_of_Italians"
"cesarebattisti","List_of_Italians"
"camillobensocontedicavour","List_of_Italians"
"francescocrispi","List_of_Italians"
"salvod'acquisto","List_of_Italians"
"armandodiaz","List_of_Italians"
"giuliodouhet","List_of_Italians"
"giuseppegaribaldi","List_of_Italians"
"mauriziogiglio","List_of_Italians"
"giovannigiolitti","List_of_Italians"
"antoniogramsci","List_of_Italians"
"giacomomatteotti","List_of_Italians"
"giuseppemazzini","List_of_Italians"
"benitomussolini","List_of_Italians"
"carlorosselli","List_of_Italians"
"pierotorrigiani","List_of_Italians"
"enricototi","List_of_Italians"
"victoremmanueliiofitaly","List_of_Italians"
"victoremmanueliiiofitaly","List_of_Italians"
"giulioandreotti","List_of_Italians"
"enricoberlinguer","List_of_Italians"
"silvioberlusconi","List_of_Italians"
"umbertobossi","List_of_Italians"
"bettinocraxi","List_of_Italians"
"alcidedegasperi","List_of_Italians"
"enricodenicola","List_of_Italians"
"antoniodipietro","List_of_Italians"
"luigieinaudi","List_of_Italians"
"nildeiotti","List_of_Italians"
"aldomoro","List_of_Italians"
"romanoprodi","List_of_Italians"
"antoniosegni","List_of_Italians"
"luigisturzo","List_of_Italians"
"palmirotogliatti","List_of_Italians"
"altierospinelli","List_of_Italians"
"johannesciconia","List_of_Italians"
"gherardellodafirenze","List_of_Italians"
"guidoofarezzo","List_of_Italians"
"jacopodabologna","List_of_Italians"
"francescolandini","List_of_Italians"
"marchettodapadova","List_of_Italians"
"giovannianimuccia","List_of_Italians"
"adrianobanchieri","List_of_Italians"
"giuliocaccini","List_of_Italians"
"francescocanovadamilano","List_of_Italians"
"emiliode'cavalieri","List_of_Italians"
"andreagabrieli","List_of_Italians"
"giovannigabrieli","List_of_Italians"
"carlogesualdo","List_of_Italians"
"giovannipierluigidapalestrina","List_of_Italians"
"luzzascoluzzaschi","List_of_Italians"
"lucamarenzio","List_of_Italians"
"claudiomerulo","List_of_Italians"
"claudiomonteverdi","List_of_Italians"
"jacopoperi","List_of_Italians"
"gioseffozarlino","List_of_Italians"
"tomasoalbinoni","List_of_Italians"
"gregorioallegri","List_of_Italians"
"francescacaccini","List_of_Italians"
"antoniocaldara","List_of_Italians"
"giacomocarissimi","List_of_Italians"
"francescocavalli","List_of_Italians"
"antoniocesti","List_of_Italians"
"arcangelocorelli","List_of_Italians"
"girolamofrescobaldi","List_of_Italians"
"francescogeminiani","List_of_Italians"
"leonardoleo","List_of_Italians"
"pietrolocatelli","List_of_Italians"
"jeanbaptistelully","List_of_Italians"
"giovannibattistapergolesi","List_of_Italians"
"nicolaporpora","List_of_Italians"
"alessandroscarlatti","List_of_Italians"
"domenicoscarlatti","List_of_Italians"
"barbarastrozzi","List_of_Italians"
"giuseppetartini","List_of_Italians"
"giuseppetorelli","List_of_Italians"
"antoniovivaldi","List_of_Italians"
"domenicozipoli","List_of_Italians"
"luigiboccherini","List_of_Italians"
"ferdinandocarulli","List_of_Italians"
"domenicocimarosa","List_of_Italians"
"baldassaregaluppi","List_of_Italians"
"maurogiuliani","List_of_Italians"
"niccolòjommelli","List_of_Italians"
"giovannibattistamartini","List_of_Italians"
"giovannipaisiello","List_of_Italians"
"niccolòpiccinni","List_of_Italians"
"antoniosalieri","List_of_Italians"
"giovannibattistasammartini","List_of_Italians"
"giovannibattistaviotti","List_of_Italians"
"vincenzobellini","List_of_Italians"
"arrigoboito","List_of_Italians"
"alfredocatalani","List_of_Italians"
"luigicherubini","List_of_Italians"
"muzioclementi","List_of_Italians"
"gaetanodonizetti","List_of_Italians"
"ruggeroleoncavallo","List_of_Italians"
"pietromascagni","List_of_Italians"
"saveriomercadante","List_of_Italians"
"niccolòpaganini","List_of_Italians"
"amilcareponchielli","List_of_Italians"
"gioachinorossini","List_of_Italians"
"gasparespontini","List_of_Italians"
"giuseppeverdi","List_of_Italians"
"lucianoberio","List_of_Italians"
"ferrucciobusoni","List_of_Italians"
"mariocastelnuovotedesco","List_of_Italians"
"vitocarnevali","List_of_Italians"
"francescocilea","List_of_Italians"
"luigidallapiccola","List_of_Italians"
"lorenzoferrero","List_of_Italians"
"umbertogiordano","List_of_Italians"
"pietromascagni","List_of_Italians"
"enniomorricone","List_of_Italians"
"luiginono","List_of_Italians"
"goffredopetrassi","List_of_Italians"
"giacomopuccini","List_of_Italians"
"ottorinorespighi","List_of_Italians"
"ninorota","List_of_Italians"
"johnserrysr.","List_of_Italians"
"claudioabbado","List_of_Italians"
"ferrucciobusoni","List_of_Italians"
"riccardochailly","List_of_Italians"
"victordesabata","List_of_Italians"
"danielegatti","List_of_Italians"
"carlomariagiulini","List_of_Italians"
"fabioluisi","List_of_Italians"
"riccardomuti","List_of_Italians"
"claudioscimone","List_of_Italians"
"tullioserafin","List_of_Italians"
"giuseppesinopoli","List_of_Italians"
"arturotoscanini","List_of_Italians"
"francobattiato","List_of_Italians"
"luciobattisti","List_of_Italians"
"alessandrabelloni","List_of_Italians"
"edoardobennato","List_of_Italians"
"eugeniobennato","List_of_Italians"
"loredanabertè","List_of_Italians"
"carlabissi","List_of_Italians"
"angelobranduardi","List_of_Italians"
"fredbuscaglione","List_of_Italians"
"andreacaccese","List_of_Italians"
"renatocarosone","List_of_Italians"
"adrianocelentano","List_of_Italians"
"paoloconte","List_of_Italians"
"luciodalla","List_of_Italians"
"francescodegregori","List_of_Italians"
"pinodaniele","List_of_Italians"
"fabriziodeandré","List_of_Italians"
"manueldepeppe","List_of_Italians"
"teresadesio","List_of_Italians"
"eugeniofinardi","List_of_Italians"
"ivanofossati","List_of_Italians"
"francescoguccini","List_of_Italians"
"rinogaetano","List_of_Italians"
"brunolauzi","List_of_Italians"
"lucianoligabue","List_of_Italians"
"fiorellamannoia","List_of_Italians"
"miamartini","List_of_Italians"
"milva","List_of_Italians"
"mina","List_of_Italians"
"domenicomodugno","List_of_Italians"
"giannimorandi","List_of_Italians"
"fabriziomoro","List_of_Italians"
"francomussida","List_of_Italians"
"giannanannini","List_of_Italians"
"ginopaoli","List_of_Italians"
"pattypravo","List_of_Italians"
"erosramazzotti","List_of_Italians"
"donatellarettore","List_of_Italians"
"vascorossi","List_of_Italians"
"enricoruggeri","List_of_Italians"
"antonellaruggiero","List_of_Italians"
"giunirusso","List_of_Italians"
"demetriostratos","List_of_Italians"
"aldotagliapietra","List_of_Italians"
"luigitenco","List_of_Italians"
"ornellavanoni","List_of_Italians"
"robertovecchioni","List_of_Italians"
"antonellovenditti","List_of_Italians"
"edoardovianello","List_of_Italians"
"renatozero","List_of_Italians"
"zucchero","List_of_Italians"
"robertodemo","List_of_Italians"
"antoniobernacchi","List_of_Italians"
"caffarelli","List_of_Italians"
"giovannicarestini","List_of_Italians"
"girolamocrescentini","List_of_Italians"
"farinelli","List_of_Italians"
"giacintofontana","List_of_Italians"
"nicològrimaldi","List_of_Italians"
"giovannifrancescogrossi","List_of_Italians"
"gaetanoguadagni","List_of_Italians"
"giuseppemillico","List_of_Italians"
"alessandromoreschi","List_of_Italians"
"gasparepacchierotti","List_of_Italians"
"senesino","List_of_Italians"
"giovannivelluti","List_of_Italians"
"gemmabellincioni","List_of_Italians"
"mariacaniglia","List_of_Italians"
"marielladevia","List_of_Italians"
"mirellafreni","List_of_Italians"
"amelitagallicurci","List_of_Italians"
"giuliagrisi","List_of_Italians"
"claudiamuzio","List_of_Italians"
"giudittapasta","List_of_Italians"
"adelinapatti","List_of_Italians"
"renatascotto","List_of_Italians"
"renatatebaldi","List_of_Italians"
"luisatetrazzini","List_of_Italians"
"ceciliabartoli","List_of_Italians"
"faustinabordoni","List_of_Italians"
"fiorenzacossotto","List_of_Italians"
"giuliettasimionato","List_of_Italians"
"ebestignani","List_of_Italians"
"luciavalentiniterrani","List_of_Italians"
"mariettaalboni","List_of_Italians"
"clorindacorradi","List_of_Italians"
"giuseppinagrassini","List_of_Italians"
"carlobergonzi","List_of_Italians"
"andreabocelli","List_of_Italians"
"enricocaruso","List_of_Italians"
"francocorelli","List_of_Italians"
"fernandodelucia","List_of_Italians"
"mariodelmonaco","List_of_Italians"
"giuseppedistefano","List_of_Italians"
"giuseppefilianoti","List_of_Italians"
"beniaminogigli","List_of_Italians"
"giacomolaurivolpi","List_of_Italians"
"giovannimartinelli","List_of_Italians"
"lucianopavarotti","List_of_Italians"
"aurelianopertile","List_of_Italians"
"gianniraimondi","List_of_Italians"
"giovannibattistarubini","List_of_Italians"
"titoschipa","List_of_Italians"
"francescotamagno","List_of_Italians"
"pasqualeamato","List_of_Italians"
"ettorebastianini","List_of_Italians"
"mattiabattistini","List_of_Italians"
"renatobruson","List_of_Italians"
"pierocappuccilli","List_of_Italians"
"antoniocotogni","List_of_Italians"
"giuseppedeluca","List_of_Italians"
"titogobbi","List_of_Italians"
"rolandopanerai","List_of_Italians"
"giorgioronconi","List_of_Italians"
"tittaruffo","List_of_Italians"
"giuseppetaddei","List_of_Italians"
"salvatorebaccaloni","List_of_Italians"
"sestobruscantini","List_of_Italians"
"enzodara","List_of_Italians"
"nazzarenodeangelis","List_of_Italians"
"ferrucciofurlanetto","List_of_Italians"
"luigilablache","List_of_Italians"
"tancredipasero","List_of_Italians"
"eziopinza","List_of_Italians"
"cesaresiepi","List_of_Italians"
"pacuvius","List_of_Italians"
"studius","List_of_Italians"
"altichiero","List_of_Italians"
"bonaventuraberlinghieri","List_of_Italians"
"pietrocavallini","List_of_Italians"
"cimabue","List_of_Italians"
"coppodimarcovaldo","List_of_Italians"
"bernardodaddi","List_of_Italians"
"duccio","List_of_Italians"
"taddeogaddi","List_of_Italians"
"giottino","List_of_Italians"
"giottodibondone","List_of_Italians"
"guidoofsiena","List_of_Italians"
"ambrogiolorenzetti","List_of_Italians"
"pietrolorenzetti","List_of_Italians"
"simonemartini","List_of_Italians"
"lippomemmi","List_of_Italians"
"orcagna","List_of_Italians"
"paoloveneziano","List_of_Italians"
"giuntapisano","List_of_Italians"
"pierodarimini","List_of_Italians"
"jacopotorriti","List_of_Italians"
"mariottoalbertinelli","List_of_Italians"
"alessandroallori","List_of_Italians"
"andreadelcastagno","List_of_Italians"
"andreadelsarto","List_of_Italians"
"andreadelverrocchio","List_of_Italians"
"sofonisbaanguissola","List_of_Italians"
"antonellodamessina","List_of_Italians"
"antoniodacorreggio","List_of_Italians"
"giuseppearcimboldo","List_of_Italians"
"alessobaldovinetti","List_of_Italians"
"jacopode'barbari","List_of_Italians"
"federicobarocci","List_of_Italians"
"jacopobassano","List_of_Italians"
"domenicodipacebeccafumi","List_of_Italians"
"gentilebellini","List_of_Italians"
"giovannibellini","List_of_Italians"
"jacopobellini","List_of_Italians"
"ambrogiobergognone","List_of_Italians"
"boccaccioboccaccino","List_of_Italians"
"giovanniantonioboltraffio","List_of_Italians"
"parisbordone","List_of_Italians"
"sandrobotticelli","List_of_Italians"
"francescobotticini","List_of_Italians"
"bramantino","List_of_Italians"
"bronzino","List_of_Italians"
"lucacambiasi","List_of_Italians"
"vittorecarpaccio","List_of_Italians"
"cenninocennini","List_of_Italians"
"cigoli","List_of_Italians"
"cimadaconegliano","List_of_Italians"
"niccolòantoniocolantonio","List_of_Italians"
"francescodelcossa","List_of_Italians"
"lorenzocosta","List_of_Italians"
"carlocrivelli","List_of_Italians"
"danieledavolterra","List_of_Italians"
"ercolede'roberti","List_of_Italians"
"francescode'rossi","List_of_Italians"
"niccolòdell'abbate","List_of_Italians"
"dossodossi","List_of_Italians"
"gaudenzioferrari","List_of_Italians"
"rossofiorentino","List_of_Italians"
"laviniafontana","List_of_Italians"
"prosperofontana","List_of_Italians"
"vincenzofoppa","List_of_Italians"
"fraangelico","List_of_Italians"
"frabartolomeo","List_of_Italians"
"franciabigio","List_of_Italians"
"agnologaddi","List_of_Italians"
"fedegalizia","List_of_Italians"
"gentiledafabriano","List_of_Italians"
"domenicoghirlandaio","List_of_Italians"
"ridolfoghirlandaio","List_of_Italians"
"giorgione","List_of_Italians"
"giovannidaudine","List_of_Italians"
"giovannidipaolo","List_of_Italians"
"stefanodigiovanni","List_of_Italians"
"benozzogozzoli","List_of_Italians"
"leonardodavinci","List_of_Italians"
"filippinolippi","List_of_Italians"
"filippolippi","List_of_Italians"
"gianpaololomazzo","List_of_Italians"
"lorenzodicredi","List_of_Italians"
"lorenzomonaco","List_of_Italians"
"lorenzolotto","List_of_Italians"
"bernardinoluini","List_of_Italians"
"andreamantegna","List_of_Italians"
"masaccio","List_of_Italians"
"masolinodapanicale","List_of_Italians"
"melozzodaforlì","List_of_Italians"
"michelangelo","List_of_Italians"
"morettodabrescia","List_of_Italians"
"giovannibattistamoroni","List_of_Italians"
"palmagiovane","List_of_Italians"
"palmavecchio","List_of_Italians"
"parmigianino","List_of_Italians"
"perinodelvaga","List_of_Italians"
"francescopesellino","List_of_Italians"
"pierodellafrancesca","List_of_Italians"
"pierodicosimo","List_of_Italians"
"pietroperugino","List_of_Italians"
"pinturicchio","List_of_Italians"
"pisanello","List_of_Italians"
"polidorodacaravaggio","List_of_Italians"
"antoniodelpollaiolo","List_of_Italians"
"pontormo","List_of_Italians"
"ilpordenone","List_of_Italians"
"francescoprimaticcio","List_of_Italians"
"francescoraibolini","List_of_Italians"
"raphael","List_of_Italians"
"giulioromano","List_of_Italians"
"cosimorosselli","List_of_Italians"
"andreaschiavone","List_of_Italians"
"sebastianodelpiombo","List_of_Italians"
"lucasignorelli","List_of_Italians"
"ilsodoma","List_of_Italians"
"francescosquarcione","List_of_Italians"
"taddeodibartolo","List_of_Italians"
"antoniotempesta","List_of_Italians"
"pellegrinotibaldi","List_of_Italians"
"tintoretto","List_of_Italians"
"titian","List_of_Italians"
"cosimotura","List_of_Italians"
"paolouccello","List_of_Italians"
"bartolomeoveneto","List_of_Italians"
"domenicoveneziano","List_of_Italians"
"paoloveronese","List_of_Italians"
"alvisevivarini","List_of_Italians"
"bartolomeovivarini","List_of_Italians"
"jacopozabolino","List_of_Italians"
"federicozuccari","List_of_Italians"
"taddeozuccari","List_of_Italians"
"francescoalbani","List_of_Italians"
"giacomoalberelli","List_of_Italians"
"cristofanoallori","List_of_Italians"
"jacopoamigoni","List_of_Italians"
"leonardodell'arca","List_of_Italians"
"marcellobacciarelli","List_of_Italians"
"sistobadalocchio","List_of_Italians"
"pompeobatoni","List_of_Italians"
"bernardobellotto","List_of_Italians"
