"Ismail al-Faruqi","List_of_Palestinian_Americans"
"Naseer Aruri","List_of_Palestinian_Americans"
"Bilal Ayyub","List_of_Palestinian_Americans"
"Hanna Batatu","List_of_Palestinian_Americans"
"Nadia Abu El Haj","List_of_Palestinian_Americans"
"Ibrahim Abu-Lughod","List_of_Palestinian_Americans"
"Lila Abu-Lughod","List_of_Palestinian_Americans"
"Leila Farsakh","List_of_Palestinian_Americans"
"Samih Farsoun","List_of_Palestinian_Americans"
"Nadia Hijab","List_of_Palestinian_Americans"
"Rashid Khalidi","List_of_Palestinian_Americans"
"Joseph Massad","List_of_Palestinian_Americans"
"Edward Said","List_of_Palestinian_Americans"
"Hisham Sharabi","List_of_Palestinian_Americans"
"Rosemarie Said Zahlan","List_of_Palestinian_Americans"
"Steven Salaita","List_of_Palestinian_Americans"
"Alex Odeh","List_of_Palestinian_Americans"
"Susan Abulhawa","List_of_Palestinian_Americans"
"Ali Abunimah","List_of_Palestinian_Americans"
"Jamal Dajani","List_of_Palestinian_Americans"
"Saleem Dabbour","List_of_Palestinian_Americans"
"Ismail Khalidi (writer)","List_of_Palestinian_Americans"
"Suheir Hammad","List_of_Palestinian_Americans"
"Nadia Hijab","List_of_Palestinian_Americans"
"Sahar Khalifeh","List_of_Palestinian_Americans"
"Najla Said","List_of_Palestinian_Americans"
"Naomi Shihab Nye","List_of_Palestinian_Americans"
"Lisa Suhair Majaj","List_of_Palestinian_Americans"
"Bashar Masri","List_of_Palestinian_Americans"
"Sam Bahour","List_of_Palestinian_Americans"
"Waleed Zuaiter","List_of_Palestinian_Americans"
"Amer Zahr","List_of_Palestinian_Americans"
"Hanan Alattar","List_of_Palestinian_Americans"
"Charlie Bisharat","List_of_Palestinian_Americans"
"Cherien Dabis","List_of_Palestinian_Americans"
"Yousef Erakat","List_of_Palestinian_Americans"
"Yousef Khanfar","List_of_Palestinian_Americans"
"Bissan Rafe","List_of_Palestinian_Americans"
"Mai Masri","List_of_Palestinian_Americans"
"Dean Obeidallah","List_of_Palestinian_Americans"
"Said Durrah","List_of_Palestinian_Americans"
"Tareq Salahi","List_of_Palestinian_Americans"
"Hanni El Khatib","List_of_Palestinian_Americans"
"Gigi Hadid","List_of_Palestinian_Americans"
"Bella Hadid","List_of_Palestinian_Americans"
"Rami Kashou","List_of_Palestinian_Americans"
"Belly","List_of_Palestinian_Americans"
"Jordan Nassar","List_of_Palestinian_Americans"
"Josie Totah","List_of_Palestinian_Americans"
"Laila Al-Marayati","List_of_Palestinian_Americans"
"Hashem El-Serag","List_of_Palestinian_Americans"
"Peter R. Mansoor","List_of_Palestinian_Americans"
"DJ Khaled","List_of_Palestinian_Americans"
"Fredwreck","List_of_Palestinian_Americans"
"Simon Shaheen","List_of_Palestinian_Americans"
"Hanni El Khatib","List_of_Palestinian_Americans"
"Imad-ad-Dean Ahmad","List_of_Palestinian_Americans"
"Justin Amash","List_of_Palestinian_Americans"
"Huwaida Arraf","List_of_Palestinian_Americans"
"Mubarak Awad","List_of_Palestinian_Americans"
"John E. Sununu","List_of_Palestinian_Americans"
"John H. Sununu","List_of_Palestinian_Americans"
"Linda Sarsour","List_of_Palestinian_Americans"
"Rashida Tlaib","List_of_Palestinian_Americans"
"Benny Hinn","List_of_Palestinian_Americans"
"Oday Aboushi","List_of_Palestinian_Americans"
"Omar Jarun","List_of_Palestinian_Americans"
"Ramsey Nijem","List_of_Palestinian_Americans"
"Omar Sheika","List_of_Palestinian_Americans"
"Sami Al-Arian","List_of_Palestinian_Americans"
"Nidal Malik Hasan","List_of_Palestinian_Americans"
"Rasmea Odeh","List_of_Palestinian_Americans"
"Palestinians","List_of_Palestinian_Americans"
"Palestinian diaspora","List_of_Palestinian_Americans"
"American people of Palestinian descent","List_of_Palestinian_Americans"
